"Date","Close","chg.close.","Low","chg.low.","High","chg.high."
2022-09-26,82.86,-2.17,82.43,-2.04,86.45,-3.33
2022-09-27,84.87,2.01,82.65,0.22,85.84,-0.61
2022-09-28,88.05,3.18,82.95,0.3,88.21,2.37
2022-09-29,87.18,-0.87,86.18,3.23,88.74,0.53
2022-09-30,85.14,-2.04,84.99,-1.19,88.63,-0.11
2022-10-03,88.86,3.72,88.89,3.9,88.89,0.26
2022-10-04,91.8,2.94,88.69,-0.2,92.39,3.5
2022-10-05,93.37,1.57,90.9,2.21,93.97,1.58
2022-10-06,94.42,1.05,92.73,1.83,95.01,1.04
2022-10-07,97.92,3.5,93.93,1.2,98.59,3.58
2022-10-10,96.19,-1.73,96.15,2.22,96.15,-2.44
2022-10-11,94.29,-1.9,93.11,-3.04,96.45,0.3
2022-10-12,92.45,-1.84,91.58,-1.53,95.17,-1.28
2022-10-13,94.57,2.12,94.75,3.17,94.75,-0.42
2022-10-14,91.63,-2.94,91.27,-3.48,95.11,0.36
2022-10-17,91.62,-0.01,90.84,-0.43,93.23,-1.88
2022-10-18,90.03,-1.59,88.77,-2.07,92.65,-0.58
2022-10-19,92.41,2.38,89.38,0.61,92.84,0.19
2022-10-20,92.38,-0.03,91.92,2.54,94.77,1.93
2022-10-21,93.5,1.12,91.02,-0.9,93.8,-0.97
2022-10-24,93.26,-0.24,91.21,0.19,94.44,0.64
2022-10-25,93.52,0.26,91.63,0.42,94.37,-0.07
2022-10-26,95.69,2.17,92.04,0.41,96.19,1.82
2022-10-27,96.96,1.27,95.08,3.04,97.28,1.09
2022-10-28,82.78,-14.18,82,-13.08,83.7,-13.58
2022-10-31,82.29,-0.49,81.19,-0.81,82.94,-0.76
2022-11-01,83.35,1.06,83.35,2.16,83.86,0.92
2022-11-02,85.03,1.68,83.29,-0.06,85.1,1.24
2022-11-03,83.91,-1.12,83.45,0.16,84.76,-0.34
2022-11-04,86.73,2.82,85.14,1.69,87,2.24
2022-11-07,86.46,-0.27,85.47,0.33,87.25,0.25
2022-11-08,84.84,-1.62,84.84,-0.63,86.86,-0.39
2022-11-09,82.57,-2.27,82.26,-2.58,84.87,-1.99
2022-11-10,82.83,0.26,81.94,-0.32,83.33,-1.54
2022-11-11,84.66,1.83,82.96,1.02,84.95,1.62
2022-11-14,83.34,-1.32,83.12,0.16,85.26,0.31
2022-11-15,84.74,1.4,83.19,0.07,86,0.74
2022-11-16,83.38,-1.36,82.87,-0.32,85.18,-0.82
2022-11-17,81.79,-1.59,81.19,-1.68,83.25,-1.93
2022-11-18,81.14,-0.65,79.81,-1.38,82.47,-0.78
2022-11-21,81.76,0.62,78.54,-1.27,81.9,-0.57
2022-11-22,82.06,0.3,81.62,3.08,82.8,0.9
2022-11-23,80.97,-1.09,79.94,-1.68,82.25,-0.55
2022-11-25,80,-0.97,80,0.06,82.35,0.1
2022-11-28,80.49,0.49,78.08,-1.92,80.86,-1.49
2022-11-29,81.11,0.62,80.26,2.18,81.93,1.07
2022-11-30,83.52,2.41,81.39,1.13,83.55,1.62
2022-12-01,83.3,-0.22,82.94,1.55,84.47,0.92
2022-12-02,82.87,-0.43,82.22,-0.72,83.57,-0.9
2022-12-05,80.82,-2.05,80.75,-1.47,84.69,1.12
2022-12-06,78.36,-2.46,77.94,-2.81,81.13,-3.56
2022-12-07,76.64,-1.72,76.44,-1.5,79.05,-2.08
2022-12-08,75.88,-0.76,75.38,-1.06,77.5,-1.55
2022-12-09,75.89,0.01,75.1,-0.28,76.57,-0.93
2022-12-12,77.23,1.34,75.06,-0.04,77.58,1.01
2022-12-13,78.58,1.35,77.08,2.02,79.03,1.45
2022-12-14,79.83,1.25,78.17,1.09,80.05,1.02
2022-12-15,78.21,-1.62,78.04,-0.13,79.34,-0.71
2022-12-16,77.06,-1.15,76.28,-1.76,78.38,-0.96
2022-12-19,77.29,0.23,76.8,0.52,78.03,-0.35
2022-12-20,77.91,0.62,76.67,-0.13,78.31,0.28
2022-12-21,79.22,1.31,78.45,1.78,79.43,1.12
2022-12-22,78.32,-0.9,78.2,-0.25,80.18,0.75
2022-12-23,80.96,2.64,78.83,0.63,80.97,0.79
2022-12-27,81.23,0.27,80.75,1.92,82.19,1.22
2022-12-28,80.68,-0.55,79.66,-1.09,81.22,-0.97
2022-12-29,79.81,-0.87,79.06,-0.6,79.92,-1.3
2022-12-30,81.65,1.84,79.45,0.39,81.9,1.98
2023-01-03,79.05,-2.6,79,-0.45,81.85,-0.05
2023-01-04,76.25,-2.8,76.24,-2.76,79.56,-2.29
2023-01-05,76.91,0.66,76.1,-0.14,77.66,-1.9
2023-01-06,77.02,0.11,76.58,0.48,78.35,0.69
2023-01-09,78.2,1.18,77.15,0.57,79.14,0.79
2023-01-10,78.25,0.05,77.7,0.55,78.79,-0.35
2023-01-11,80.16,1.91,77.84,0.14,80.33,1.54
2023-01-12,81.17,1.01,79.77,1.93,81.55,1.22
2023-01-13,82.25,1.08,80.7,0.93,82.37,0.82
2023-01-17,82.48,0.23,81.25,0.55,83.09,0.72
2023-01-18,82.06,-0.42,81.64,0.39,83.98,0.89
2023-01-19,82.93,0.87,81.3,-0.34,83.4,-0.58
2023-01-20,84.01,1.08,82.84,1.54,84.01,0.61
2023-01-23,84.55,0.54,83.66,0.82,84.76,0.75
2023-01-24,83.04,-1.51,83,-0.66,84.66,-0.1
2023-01-25,82.79,-0.25,82.39,-0.61,83.58,-1.08
2023-01-26,83.42,0.63,82.6,0.21,84.1,0.52
2023-01-27,82.16,-1.26,81.9,-0.7,84.23,0.13
2023-01-30,80.6,-1.56,80.42,-1.48,82.79,-1.44
2023-01-31,81.79,1.19,79.75,-0.67,81.89,-0.9
2023-02-01,79.56,-2.23,79.4,-0.35,82.06,0.17
2023-02-02,79.33,-0.23,79.06,-0.34,80.12,-1.94
2023-02-03,77.03,-2.3,76.8,-2.26,80.84,0.72
2023-02-06,77.97,0.94,76.31,-0.49,78.02,-2.82
2023-02-07,80.13,2.16,78.54,2.23,80.45,2.43
2023-02-08,81.2,1.07,79.94,1.4,81.22,0.77
2023-02-09,80.57,-0.63,79.96,0.02,81.25,0.03
2023-02-10,82.17,1.6,80.15,0.19,82.45,1.2
2023-02-13,82.53,0.36,81.32,1.17,82.64,0.19
2023-02-14,81.94,-0.59,80.89,-0.43,82.23,-0.41
2023-02-15,81.7,-0.24,80.48,-0.41,82,-0.23
2023-02-16,81.55,-0.15,81.18,0.7,82.08,0.08
2023-02-17,79.74,-1.81,78.92,-2.26,80.92,-1.16
2023-02-21,79.87,0.13,79.5,0.58,80.61,-0.31
2023-02-22,78.1,-1.77,78,-1.5,79.87,-0.74
2023-02-23,79.2,1.1,78.07,0.07,79.35,-0.52
2023-02-24,79.82,0.62,78.02,-0.05,79.92,0.57
2023-02-27,78.98,-0.84,78.51,0.49,80.06,0.14
2023-02-28,79.95,0.97,78.86,0.35,80.5,0.44
2023-03-01,80.75,0.8,79.35,0.49,80.75,0.25
2023-03-02,81.19,0.44,80.44,1.09,81.24,0.49
2023-03-03,82.36,1.17,79.43,-1.01,82.45,1.21
2023-03-06,82.79,0.43,81.26,1.83,82.88,0.43
2023-03-07,80.34,-2.45,80.16,-1.1,83.23,0.35
2023-03-08,79.73,-0.61,79.28,-0.88,80.6,-2.63
2023-03-09,78.67,-1.06,78.43,-0.85,80.65,0.05
2023-03-10,79.61,0.94,77.98,-0.45,79.87,-0.78
2023-03-13,77.98,-1.63,75.8,-2.18,79.85,-0.02
2023-03-14,75.12,-2.86,74.61,-1.19,77.46,-2.39
2023-03-15,71.81,-3.31,70.17,-4.44,75.99,-1.47
2023-03-16,72.77,0.96,70.38,0.21,73.21,-2.78
2023-03-17,71.6,-1.17,70.45,0.07,74.06,0.85
2023-03-20,72.43,0.83,69.58,-0.87,72.46,-1.6
2023-03-21,73.51,1.08,71.76,2.18,73.65,1.19
2023-03-22,74.69,1.18,72.94,1.18,74.82,1.17
2023-03-23,74.02,-0.67,73.42,0.48,75.22,0.4
2023-03-24,73.26,-0.76,71.37,-2.05,73.93,-1.29
2023-03-27,76.21,2.95,72.99,1.62,76.39,2.46
2023-03-28,76.41,0.2,75.84,2.85,76.89,0.5
2023-03-29,75.9,-0.51,75.65,-0.19,77.05,0.16
2023-03-30,76.79,0.89,75.8,0.15,76.98,-0.07
2023-03-31,77.91,1.12,76.16,0.36,77.91,0.93
2023-04-03,81.5,3.59,80.44,4.28,82.59,4.68
2023-04-04,81.47,-0.03,80.58,0.14,82.37,-0.22
2023-04-05,81.55,0.08,80.82,0.24,81.96,-0.41
2023-04-06,81.48,-0.07,80.84,0.02,81.68,-0.28
2023-04-10,80.81,-0.67,80.7,-0.14,81.82,0.14
2023-04-11,82.02,1.21,80.49,-0.21,82.04,0.22
2023-04-12,83.34,1.32,81.84,1.35,83.44,1.4
2023-04-13,82.62,-0.72,82.62,0.78,83.51,0.07
2023-04-14,82.86,0.24,82.22,-0.4,83.2,-0.31
2023-04-17,81.72,-1.14,81.46,-0.76,82.8,-0.4
2023-04-18,81.79,0.07,81.18,-0.28,82.37,-0.43
2023-04-19,80.31,-1.48,79.79,-1.39,81.66,-0.71
2023-04-20,78.52,-1.79,78.27,-1.52,79.73,-1.93
2023-04-21,79.34,0.82,78,-0.27,79.41,-0.32
2023-04-24,80.36,1.02,78.35,0.35,80.49,1.08
2023-04-25,78.38,-1.98,78.11,-0.24,80.54,0.05
2023-04-26,76.03,-2.35,75.83,-2.28,79.11,-1.43
2023-04-27,76.22,0.19,75.52,-0.31,76.45,-2.66
2023-04-28,78.08,1.86,75.66,0.14,78.1,1.65
2023-05-01,77.09,-0.99,76.22,0.56,77.44,-0.66
2023-05-02,73.58,-3.51,73.46,-2.76,77.16,-0.28
2023-05-03,71.15,-2.43,70.66,-2.8,73.63,-3.53
2023-05-04,71.12,-0.03,70,-0.66,72.11,-1.52
2023-05-05,73.69,2.57,71.4,1.4,73.8,1.69
2023-05-08,75.36,1.67,73.69,2.29,75.51,1.71
2023-05-09,75.88,0.52,73.76,0.07,75.9,0.39
2023-05-10,75,-0.88,75.26,1.5,75.26,-0.64
2023-05-11,73.41,-1.59,73.21,-2.05,75.7,0.44
2023-05-12,72.51,-0.9,72.47,-0.74,74.1,-1.6
2023-05-15,73.64,1.13,72,-0.47,74.04,-0.06
2023-05-16,73.35,-0.29,73.21,1.21,74.13,0.09
2023-05-17,75.46,2.11,72.77,-0.44,75.53,1.4
2023-05-18,74.66,-0.8,74.66,1.89,75.47,-0.06
2023-05-19,74.17,-0.49,73.82,-0.84,76.01,0.54
2023-05-22,74.47,0.3,73.29,-0.53,74.81,-1.2
2023-05-23,75.33,0.86,74.14,0.85,76.04,1.23
2023-05-24,76.73,1.4,75.56,1.42,76.84,0.8
2023-05-25,74.74,-1.99,73.72,-1.84,76.74,-0.1
2023-05-26,75.64,0.9,74.53,0.81,75.84,-0.9
2023-05-30,72.64,-3,72.33,-2.2,76.34,0.5
2023-05-31,71.63,-1.01,70.8,-1.53,72.73,-3.61
2023-06-01,73.3,1.67,73.6,2.8,73.6,0.87
2023-06-02,74.95,1.65,73.6,0,75.23,1.63
2023-06-05,75.26,0.31,74.91,1.31,77.55,2.32
2023-06-06,74.87,-0.39,73.52,-1.39,75.3,-2.25
2023-06-07,75.67,0.8,74.35,0.83,76.17,0.87
2023-06-08,74.71,-0.96,72.68,-1.67,76.27,0.1
2023-06-09,73.87,-0.84,73.86,1.18,75.26,-1.01
2023-06-12,71.17,-2.7,71.01,-2.85,73.6,-1.66
2023-06-13,73.5,2.33,71.38,0.37,73.78,0.18
2023-06-14,72.46,-1.04,72.32,0.94,74.44,0.66
2023-06-15,74.91,2.45,72.17,-0.15,75.13,0.69
2023-06-16,75.78,0.87,74.46,2.29,75.85,0.72
2023-06-20,74.99,-0.79,73.89,-0.57,76.02,0.17
2023-06-21,76.23,1.24,74.68,0.79,76.23,0.21
2023-06-22,73.79,-2.44,73.33,-1.35,76.18,-0.05
2023-06-23,73.56,-0.23,72.05,-1.28,73.6,-2.58
2023-06-26,73.91,0.35,73.19,1.14,74.49,0.89
2023-06-27,72.47,-1.44,72.38,-0.81,74.52,0.03
2023-06-28,74.11,1.64,72.15,-0.23,74.21,-0.31
2023-06-29,74.2,0.09,73.43,1.28,74.8,0.59
2023-06-30,74.91,0.71,74.08,0.65,75.23,0.43
2023-07-03,73.94,-0.97,73.88,-0.2,75.88,0.65
2023-07-05,75.78,1.84,74.26,0.38,76.04,0.16
2023-07-06,75.47,-0.31,74.19,-0.07,76,-0.04
2023-07-07,77.17,1.7,75.21,1.02,77.18,1.18
2023-07-10,76.61,-0.56,76.29,1.08,77.52,0.34
2023-07-11,78.23,1.62,76.73,0.44,78.29,0.77
2023-07-12,78.98,0.75,78.08,1.35,79.24,0.95
2023-07-13,80.1,1.12,78.86,0.78,80.37,1.13
2023-07-14,78.81,-1.29,78.54,-0.32,80.3,-0.07
2023-07-17,77.79,-1.02,77.71,-0.83,79.37,-0.93
2023-07-18,78.92,1.13,77.68,-0.03,79.15,-0.22
2023-07-19,78.83,-0.09,78.63,0.95,80,0.85
2023-07-20,78.99,0.16,78.14,-0.49,79.55,-0.45
2023-07-21,80.17,1.18,79.2,1.06,80.33,0.78
2023-07-24,81.64,1.47,79.57,0.37,82.02,1.69
2023-07-25,82.3,0.66,81.18,1.61,82.5,0.48
2023-07-26,81.72,-0.58,81.41,0.23,82.34,-0.16
2023-07-27,82.84,1.12,81.75,0.34,83.13,0.79
2023-07-28,83.44,0.6,82.06,0.31,83.54,0.41
2023-07-31,84.46,1.02,82.99,0.93,84.59,1.05
2023-08-01,84.02,-0.44,83.65,0.66,84.46,-0.13
2023-08-02,82.41,-1.61,82,-1.65,84.98,0.52
2023-08-03,84.25,1.84,81.89,-0.11,84.5,-0.48
2023-08-04,85.32,1.07,84.2,2.31,85.61,1.11
2023-08-07,84.54,-0.78,84.31,0.11,85.72,0.11
2023-08-08,85.24,0.7,82.74,-1.57,85.28,-0.44
2023-08-09,86.41,1.17,84.99,2.25,86.43,1.15
2023-08-10,85.38,-1.03,85.16,0.17,86.71,0.28
2023-08-11,85.59,0.21,84.98,-0.18,86.07,-0.64
2023-08-14,84.94,-0.65,84.45,-0.53,85.38,-0.69
2023-08-15,83.77,-1.17,83.23,-1.22,85.34,-0.04
2023-08-16,82.6,-1.17,82.51,-0.72,84.34,-1
2023-08-17,83.24,0.64,82.19,-0.32,83.97,-0.37
2023-08-18,83.94,0.7,82.53,0.34,84.13,0.16
2023-08-21,83.7,-0.24,83.63,1.1,84.97,0.84
2023-08-22,83.35,-0.35,83.14,-0.49,83.93,-1.04
2023-08-23,82.55,-0.8,81.46,-1.68,83.51,-0.42
2023-08-24,82.57,0.02,81.35,-0.11,82.85,-0.66
2023-08-25,83.56,0.99,81.91,0.56,83.92,1.07
2023-08-28,83.48,-0.08,83.16,1.25,84.27,0.35
2023-08-29,84.44,0.96,82.85,-0.31,84.55,0.28
2023-08-30,84.75,0.31,84.12,1.27,85.15,0.6
2023-08-31,86.23,1.48,84.63,0.51,86.27,1.12
2023-09-01,87.8,1.57,86.21,1.58,88.18,1.91
2023-09-05,89.35,1.55,87.39,1.18,90.38,2.2
2023-09-06,89.86,0.51,88.63,1.24,90.35,-0.03
2023-09-07,89.25,-0.61,88.82,0.19,90.15,-0.2
2023-09-08,90.03,0.78,88.64,-0.18,90.33,0.18
2023-09-11,90.04,0.01,89.53,0.89,90.84,0.51
2023-09-12,91.33,1.29,89.94,0.41,91.67,0.83
2023-09-13,91.2,-0.13,90.94,1,92.02,0.35
2023-09-14,92.94,1.74,91.34,0.4,93.4,1.38
2023-09-15,93.04,0.1,91.94,0.6,93.81,0.41
2023-09-18,93.29,0.25,92.68,0.74,93.9,0.09
2023-09-19,93.14,-0.15,92.98,0.3,94.58,0.68
2023-09-20,92.35,-0.79,91.69,-1.29,93.52,-1.06
2023-09-21,92.26,-0.09,91.12,-0.57,93.43,-0.09
2023-09-22,91.96,-0.3,91.6,0.48,93.38,-0.05
2023-09-25,91.88,-0.08,91.21,-0.39,92.73,-0.65
2023-09-26,92.43,0.55,90.43,-0.78,92.71,-0.02
2023-09-27,94.36,1.93,92.52,2.09,94.8,2.09
2023-09-28,93.1,-1.26,92.76,0.24,95.34,0.54
2023-09-29,92.2,-0.9,91.95,-0.81,94.14,-1.2
2023-10-02,90.71,-1.49,90.35,-1.6,93.32,-0.82
2023-10-03,90.92,0.21,89.52,-0.83,91.56,-1.76
2023-10-04,85.81,-5.11,85.73,-3.79,91.19,-0.37
2023-10-05,84.07,-1.74,83.84,-1.89,86.51,-4.68
2023-10-06,84.58,0.51,83.45,-0.39,84.96,-1.55
2023-10-09,88.15,3.57,86.07,2.62,89,4.04
2023-10-10,87.65,-0.5,86.92,0.85,88.47,-0.53
2023-10-11,85.82,-1.83,85.22,-1.7,88.25,-0.22
2023-10-12,86,0.18,85.18,-0.04,87.64,-0.61
2023-10-13,90.89,4.89,86.28,1.1,90.99,3.35
2023-10-16,89.65,-1.24,89.49,3.21,91.39,0.4
2023-10-17,89.9,0.25,88.87,-0.62,90.92,-0.47
2023-10-18,91.5,1.6,90.6,1.73,92.97,2.05
2023-10-19,92.38,0.88,89.53,-1.07,93.47,0.5
2023-10-20,92.16,-0.22,91.68,2.15,93.79,0.32
2023-10-23,89.83,-2.33,89.62,-2.06,92.43,-1.36
2023-10-24,88.07,-1.76,87.35,-2.27,90.67,-1.76
2023-10-25,90.13,2.06,86.67,-0.68,90.34,-0.33
2023-10-26,87.93,-2.2,87.55,0.88,90.36,0.02
2023-10-27,90.48,2.55,87.84,0.29,90.74,0.38
2023-10-30,87.45,-3.03,87.22,-0.62,90.3,-0.44
2023-10-31,87.42,-0.03,87.42,0.2,88.53,-1.77
2023-11-02,86.94,-0.48,86.86,-0.56,86.94,-1.59
2023-11-03,84.89,-2.05,84.55,-2.31,87.78,0.84
2023-11-06,85.18,0.29,84.91,0.36,86.45,-1.33
2023-11-07,81.61,-3.57,81.42,-3.49,85.32,-1.13
2023-11-08,79.54,-2.07,79.16,-2.26,81.93,-3.39
2023-11-09,80.01,0.47,79.44,0.28,81.48,-0.45
2023-11-10,81.43,1.42,79.61,0.17,82.05,0.57
2023-11-13,82.52,1.09,80.41,0.8,82.82,0.77
2023-11-14,82.47,-0.05,82.05,1.64,83.97,1.15
2023-11-15,81.18,-1.29,80.8,-1.25,83.01,-0.96
2023-11-16,77.42,-3.76,76.6,-4.2,81.16,-1.85
2023-11-17,80.61,3.19,77.28,0.68,80.8,-0.36
2023-11-20,82.32,1.71,79.97,2.69,82.93,2.13
2023-11-21,82.45,0.13,81.41,1.44,82.53,-0.4
2023-11-22,81.96,-0.49,78.41,-3,82.63,0.1
2023-11-24,80.58,-1.38,80.18,1.77,82.2,-0.43
2023-11-27,79.98,-0.6,79.13,-1.05,81.18,-1.02
2023-11-28,81.68,1.7,79.83,0.7,82.18,1
2023-11-29,83.1,1.42,80.96,1.13,83.24,1.06
2023-11-30,80.86,-2.24,82.67,1.71,84.71,1.47
2023-12-01,78.88,-1.98,78.75,-3.92,81.52,-3.19
2023-12-04,78.03,-0.85,77.52,-1.23,79.66,-1.86
2023-12-05,77.2,-0.83,76.98,-0.54,79.07,-0.59
2023-12-06,74.3,-2.9,74.11,-2.87,77.63,-1.44
2023-12-07,74.05,-0.25,73.61,-0.5,75.48,-2.15
2023-12-08,75.84,1.79,74.23,0.62,76.36,0.88
2023-12-11,76.03,0.19,75,0.77,76.48,0.12
2023-12-12,73.24,-2.79,72.86,-2.14,76.64,0.16
2023-12-13,74.26,1.02,72.3,-0.56,74.7,-1.94
2023-12-14,77.12,2.86,74.46,2.16,77.35,2.65
2023-12-15,77.03,-0.09,76.32,1.86,77.67,0.32
2023-12-18,78.11,1.08,76.38,0.06,79.74,2.07
2023-12-19,79.37,1.26,77.54,1.16,79.77,0.03
2023-12-20,79.42,0.05,79.11,1.57,80.62,0.85
2023-12-21,78.79,-0.63,77.76,-1.35,79.59,-1.03
2023-12-22,78.33,-0.46,78.24,0.48,79.6,0.01
2023-12-26,80.23,1.9,78.22,-0.02,80.7,1.1
2023-12-27,79.09,-1.14,78.91,0.69,80.21,-0.49
2023-12-28,76.82,-2.27,76.8,-2.11,79.34,-0.87
2023-12-29,76.64,-0.18,76.44,-0.36,77.48,-1.86
2024-01-02,75.89,-0.75,75.6,-0.84,79.04,1.56
2024-01-03,78.25,2.36,74.79,-0.81,78.67,-0.37
2024-01-04,77.59,-0.66,76.5,1.71,79.4,0.73
2024-01-05,78.14,0.55,77.14,0.64,78.5,-0.9
2024-01-08,75.6,-2.54,74.95,-2.19,77.47,-1.03
2024-01-09,76.81,1.21,75.41,0.46,77.34,-0.13
2024-01-10,75.89,-0.92,75.73,0.32,77.71,0.37
